exercise_id,name,aliases,canonical_family,exercise_class,metric_recipe,primary_modality,equipment,body_position,movement_pattern,force_type,laterality,uses_bodyweight,load_type,main_muscle_groups,secondary_muscle_groups,joints_emphasized,skill_tags,context_tags,is_hold,is_cardio,supports_live_tracking,default_summary_format,search_text,notes
assisted-chin-up-machine,Assisted Chin-Up,machine assisted chin-up,pull-up,assisted-bodyweight,assist_load+reps+rpe,calisthenics,assisted-dip-chin-machine,supported,vertical-pull,dynamic,bilateral,true,assisted-bodyweight,lats|biceps,mid back|forearms|abs,shoulder|elbow|scapula|wrist,beginner|regression,gym|machine-area,false,false,true,assist_load_reps_rpe,assisted chin-up machine assisted chin-up pull-up assisted-dip-chin-machine lats biceps mid back forearms abs shoulder elbow scapula wrist beginner regression gym machine-area,
assisted-dip-machine,Assisted Dip,machine assisted dip,dip,assisted-bodyweight,assist_load+reps+rpe,calisthenics,assisted-dip-chin-machine,supported,vertical-push,dynamic,bilateral,true,assisted-bodyweight,lower pecs|triceps|front delts,serratus,shoulder|elbow|wrist|scapula,beginner|regression,gym|machine-area,false,false,true,assist_load_reps_rpe,assisted dip machine assisted dip dip assisted-dip-chin-machine lower pecs triceps front delts serratus shoulder elbow wrist scapula beginner regression gym machine-area,
band-assisted-dip,Band-Assisted Dip,band dip,dip,assisted-bodyweight,assist_load+reps+rpe,calisthenics,dip-bars|resistance-band,supported,vertical-push,dynamic,bilateral,true,assisted-bodyweight,lower pecs|triceps|front delts,serratus,shoulder|elbow|wrist|scapula,beginner|regression,gym|calisthenics-park,false,false,true,assist_load_reps_rpe,band-assisted dip band dip dip dip-bars resistance-band lower pecs triceps front delts serratus shoulder elbow wrist scapula beginner regression gym calisthenics-park,
active-hang,Active Hang,scapular hang|active shoulder hang,hang,hold,duration+rpe,calisthenics,pull-up-bar,hanging,scapular-control|grip,isometric,bilateral,true,bodyweight,lower traps|serratus|lats,forearms|rotator cuff,shoulder|scapula|wrist,scapular-control|grip,gym|home|calisthenics-park,true,false,true,duration_rpe,active hang scapular hang active shoulder hang hang pull-up-bar lower traps serratus lats forearms rotator cuff shoulder scapula wrist scapular-control grip gym home calisthenics-park,
frog-stand-hold,Frog Stand,crow stand|frog balance,planche,hold,duration+rpe,skill,floor|parallettes,supported,core-stability|horizontal-push,isometric,bilateral,true,bodyweight,shoulders|triceps|abs,wrist flexors|serratus,shoulder|wrist|elbow|spine,beginner|balance|gymnastics,home|gym|calisthenics-park,true,false,true,duration_rpe,frog stand crow stand frog balance planche floor parallettes shoulders triceps abs wrist flexors serratus shoulder wrist elbow spine beginner balance gymnastics home gym calisthenics-park,
wall-sit,Wall Sit,chair sit hold,squat-hold,hold,duration+rpe,rehab,wall,supported,squat|isometric,isometric,bilateral,true,bodyweight,quads,glute max|adductors|calves,knee|hip|ankle,beginner|rehab,home|gym|rehab-friendly,true,false,true,duration_rpe,wall sit chair sit hold squat-hold wall quads glute max adductors calves knee hip ankle beginner rehab home gym rehab-friendly,
glute-bridge-hold,Glute Bridge Hold,bridge hold,glute-bridge,hold,duration+rpe,rehab,floor,lying-supine,hip-extension|core-stability,isometric,bilateral,true,bodyweight,glute max,hamstrings|abs,hip|spine,rehab|glute-focus,home|gym|rehab-friendly,true,false,true,duration_rpe,glute bridge hold bridge hold glute-bridge floor glute max hamstrings abs hip spine rehab glute-focus home gym rehab-friendly,
pallof-press-hold,Pallof Press Hold,anti-rotation hold|isometric pallof press,anti-rotation,hold,duration+rpe,rehab,cable-machine|resistance-band,standing|half-kneeling,anti-rotation,isometric,bilateral,false,cable-stack,obliques|transverse abdominis,serratus|glutes|shoulders,spine|shoulder|hip,rehab|anti-rotation|core,gym|home|rehab-friendly|warmup-friendly,true,false,true,duration_rpe,pallof press hold anti-rotation hold isometric pallof press anti-rotation cable-machine resistance-band obliques transverse abdominis serratus glutes shoulders spine shoulder hip rehab anti-rotation core gym home rehab-friendly warmup-friendly,
weighted-plank,Weighted Plank,plate plank,plank,weighted-hold,duration+load+rpe,strength,floor|weight-plate,prone,core-stability|anti-extension,isometric,bilateral,true,bodyweight-plus-external,transverse abdominis|rectus abdominis|obliques,serratus|glutes|shoulders,spine|shoulder|hip,weighted|core,gym|home,true,false,true,duration_plus_load_rpe,weighted plank plate plank plank floor weight-plate transverse abdominis rectus abdominis obliques serratus glutes shoulders spine shoulder hip weighted core gym home,
overhead-barbell-hold,Overhead Barbell Hold,barbell overhead hold|lockout hold,overhead-hold,weighted-hold,duration+load+rpe,strength,barbell|rack,standing|overhead,core-stability|overhead,isometric,bilateral,false,external,shoulders|triceps|upper traps,abs|serratus,shoulder|elbow|wrist|spine|scapula,overhead|stability,gym|free-weights,true,false,true,duration_plus_load_rpe,overhead barbell hold barbell overhead hold lockout hold overhead-hold barbell rack shoulders triceps upper traps abs serratus shoulder elbow wrist spine scapula overhead stability gym free-weights,
front-rack-hold,Front Rack Hold,barbell front rack hold,rack-hold,weighted-hold,duration+load+rpe,strength,barbell|rack,standing|front-rack,core-stability,isometric,bilateral,false,external,upper back|abs|front delts,quads|wrist flexors,wrist|elbow|shoulder|spine,front-rack|stability,gym|free-weights,true,false,true,duration_plus_load_rpe,front rack hold barbell front rack hold rack-hold barbell rack upper back abs front delts quads wrist flexors wrist elbow shoulder spine front-rack stability gym free-weights,
farmer-hold,Farmer Hold,double hand hold|static farmer hold,grip-hold,weighted-hold,duration+load+rpe,strength,dumbbell|kettlebell|trap-bar,standing,grip|core-stability,isometric,bilateral,false,external,forearms|grip|upper traps,obliques|lats,shoulder|wrist|spine,grip|strongman,gym|home,true,false,true,duration_plus_load_rpe,farmer hold double hand hold static farmer hold grip-hold dumbbell kettlebell trap-bar forearms grip upper traps obliques lats shoulder wrist spine grip strongman gym home,
weighted-wall-sit,Weighted Wall Sit,loaded wall sit,squat-hold,weighted-hold,duration+load+rpe,strength,wall|dumbbell|weight-plate,supported,squat|isometric,isometric,bilateral,true,bodyweight-plus-external,quads,glute max|adductors,knee|hip|ankle,weighted|isometric,gym|home,true,false,true,duration_plus_load_rpe,weighted wall sit loaded wall sit squat-hold wall dumbbell weight-plate quads glute max adductors knee hip ankle weighted isometric gym home,
trap-bar-carry,Trap Bar Carry,trap bar farmer carry,carry,carry,duration+distance+load,conditioning,trap-bar,standing|walking,carry|locomotion,dynamic,bilateral,false,external,forearms|grip|upper traps,obliques|lats|glute max,shoulder|wrist|spine|hip|ankle,grip|strongman,gym|conditioning,false,false,true,duration_distance_load,trap bar carry trap bar farmer carry carry trap-bar forearms grip upper traps obliques lats glute max shoulder wrist spine hip ankle grip strongman gym conditioning,
treadmill-walk,Treadmill Walk,indoor walk,walking,cardio-live,distance+time+rpe,cardio,treadmill,standing,locomotion,cyclical,bilateral,true,bodyweight,calves|glute max,quads|hamstrings|cardiorespiratory system,hip|knee|ankle,beginner|low-impact,gym|cardio,false,true,true,distance_time,treadmill walk indoor walk walking treadmill calves glute max quads hamstrings cardiorespiratory system hip knee ankle beginner low-impact gym cardio,
outdoor-cycle,Outdoor Ride,bike ride|cycling|road ride,cycling,cardio-live,distance+time+rpe,cardio,bicycle|outdoor,seated,locomotion,cyclical,bilateral,false,external,quads|glute max,hamstrings|calves|cardiorespiratory system,hip|knee|ankle,endurance,outdoor|cardio,false,true,true,distance_time,outdoor ride bike ride cycling road ride cycling bicycle outdoor quads glute max hamstrings calves cardiorespiratory system hip knee ankle endurance outdoor cardio,
bikeerg,BikeErg,concept2 bikeerg,bike-erg,cardio-live,distance+time+rpe,cardio,bike-erg,machine-seated,locomotion,cyclical,bilateral,false,external,quads|glute max,hamstrings|calves|cardiorespiratory system,hip|knee|ankle,endurance,gym|cardio|crossfit-box,false,true,true,distance_time,bikeerg concept2 bikeerg bike-erg bike-erg quads glute max hamstrings calves cardiorespiratory system hip knee ankle endurance gym cardio crossfit-box,
swimming,Swim,lap swim|pool swim,swimming,cardio-live,distance+time+rpe,cardio,pool,prone,locomotion,cyclical,bilateral,true,bodyweight,lats|shoulders|glutes,triceps|core|cardiorespiratory system,shoulder|spine|hip|knee|ankle,endurance|low-impact,pool|cardio,false,true,true,distance_time,swim lap swim pool swim swimming pool lats shoulders glutes triceps core cardiorespiratory system shoulder spine hip knee ankle endurance low-impact pool cardio,
hiking,Hike,trail hike,hiking,cardio-live,distance+time+rpe,cardio,outdoor|trail,standing,locomotion,cyclical,bilateral,true,bodyweight,glute max|calves|quads,hamstrings|cardiorespiratory system|core,hip|knee|ankle,endurance|terrain,outdoor|cardio,false,true,true,distance_time,hike trail hike hiking outdoor trail glute max calves quads hamstrings cardiorespiratory system core hip knee ankle endurance terrain outdoor cardio,
rucking,Ruck,weighted hike|ruck march,rucking,cardio-live,distance+time+load,cardio,outdoor|weight-vest|ruck,standing,locomotion,cyclical,bilateral,true,bodyweight-plus-external,glute max|calves|quads,hamstrings|traps|cardiorespiratory system,hip|knee|ankle|spine|shoulder,endurance|loaded,outdoor|cardio|conditioning,false,true,true,distance_time_load,ruck weighted hike ruck march rucking outdoor weight-vest ruck glute max calves quads hamstrings traps cardiorespiratory system hip knee ankle spine shoulder endurance loaded outdoor cardio conditioning,
double-under,Double-Under,du|double unders,jump-rope,plyometric,reps+rpe,conditioning,jump-rope,standing,locomotion,explosive,bilateral,true,bodyweight,calves|forearms,shoulders|quads|cardiorespiratory system,ankle|wrist|shoulder,crossfit|coordination|explosive,home|gym|crossfit-box,false,false,true,reps_rpe,double-under du double unders jump-rope jump-rope calves forearms shoulders quads cardiorespiratory system ankle wrist shoulder crossfit coordination explosive home gym crossfit-box,
hand-over-hand-sled-pull,Hand-Over-Hand Sled Pull,rope sled pull,sled-pull,sled,distance+time+load,conditioning,sled|rope,seated|standing,horizontal-pull,dynamic,bilateral,false,external,lats|mid back|forearms,biceps|abs|cardiorespiratory system,shoulder|elbow|wrist|spine,grip|conditioning,gym|field|conditioning,false,false,true,distance_time_load,hand-over-hand sled pull rope sled pull sled-pull sled rope lats mid back forearms biceps abs cardiorespiratory system shoulder elbow wrist spine grip conditioning gym field conditioning,
battle-rope-waves,Battle Rope Waves,alternating waves|rope waves,battle-ropes,cardio-manual,duration+rpe,conditioning,battle-ropes,standing,vertical-push|locomotion,cyclical,bilateral,false,external,shoulders|forearms|abs,triceps|upper back|cardiorespiratory system,shoulder|elbow|wrist|spine,conditioning,gym|home|conditioning,false,true,true,duration_rpe,battle rope waves alternating waves rope waves battle-ropes battle-ropes shoulders forearms abs triceps upper back cardiorespiratory system shoulder elbow wrist spine conditioning gym home conditioning,
battle-rope-slams,Battle Rope Slams,double arm slams|rope slams,battle-ropes,cardio-manual,duration+rpe,conditioning,battle-ropes,standing,vertical-push|core-flexion,cyclical,bilateral,false,external,shoulders|abs|forearms,triceps|lats|cardiorespiratory system,shoulder|elbow|wrist|spine|hip,conditioning|explosive,gym|conditioning,false,true,true,duration_rpe,battle rope slams double arm slams rope slams battle-ropes battle-ropes shoulders abs forearms triceps lats cardiorespiratory system shoulder elbow wrist spine hip conditioning explosive gym conditioning,
medicine-ball-clean,Medicine Ball Clean,med ball clean,clean,other,load+reps+rpe,conditioning,medicine-ball,standing,hinge|pull|squat,explosive,bilateral,false,external,quads|glute max|upper back,hamstrings|abs|biceps,hip|knee|ankle|shoulder|elbow,crossfit|power,gym|home|conditioning,false,false,true,load_x_reps_rpe,medicine ball clean med ball clean clean medicine-ball quads glute max upper back hamstrings abs biceps hip knee ankle shoulder elbow crossfit power gym home conditioning,
box-jump-over,Box Jump Over,jump over box,box-jump,plyometric,reps+rpe,conditioning,box,standing,locomotion|jump,explosive,bilateral,true,bodyweight,quads|glute max|calves,hamstrings|cardiorespiratory system,hip|knee|ankle,explosive|crossfit,gym|crossfit-box,false,false,true,reps_rpe,box jump over jump over box box-jump box quads glute max calves hamstrings cardiorespiratory system hip knee ankle explosive crossfit gym crossfit-box,
band-pull-apart,Band Pull-Apart,pull apart|band pullapart,pull-apart,other,reps+rpe,rehab,resistance-band,standing,horizontal-pull|scapular-control,dynamic,bilateral,false,external,rear delts|rhomboids|lower traps,rotator cuff|rear delts,shoulder|scapula|elbow,rehab|warmup-friendly|posture,home|gym|rehab-friendly|warmup-friendly,false,false,true,reps_rpe,band pull-apart pull apart band pullapart pull-apart resistance-band rear delts rhomboids lower traps rotator cuff rear delts shoulder scapula elbow rehab warmup-friendly posture home gym rehab-friendly warmup-friendly,
banded-lateral-walk,Banded Lateral Walk,monster mini band walk|lateral band walk,lateral-walk,other,reps+rpe,rehab,mini-band,standing,locomotion|hip-abduction,dynamic,alternating,false,external,glute med|glute min,tensor fasciae latae|glute max,hip|knee|ankle,rehab|warmup-friendly|glute-med,home|gym|rehab-friendly|warmup-friendly,false,false,true,reps_rpe,banded lateral walk monster mini band walk lateral band walk lateral-walk mini-band glute med glute min tensor fasciae latae glute max hip knee ankle rehab warmup-friendly glute-med home gym rehab-friendly warmup-friendly,
jefferson-curl,Jefferson Curl,loaded spinal flexion curl,jefferson-curl,bilateral-load,load+reps+rpe,mobility,barbell|dumbbell|kettlebell|plate,standing,core-flexion|hinge,dynamic,bilateral,false,external,spinal erectors|hamstrings,glute max|abs,spine|hip|knee,mobility|advanced,gym|home|niche,false,false,true,load_x_reps_rpe,jefferson curl loaded spinal flexion curl jefferson-curl barbell dumbbell kettlebell plate spinal erectors hamstrings glute max abs spine hip knee mobility advanced gym home niche use controlled range only.,Use controlled range only.
neck-flexion,Neck Flexion,plate neck curl|harness neck flexion,neck,bilateral-load,load+reps+rpe,rehab,neck-harness|plate|bench,lying-supine|seated,neck-flexion,dynamic,bilateral,false,external,neck flexors,upper traps,cervical spine,rehab|combat-sports,gym|home|rehab-friendly,false,false,true,load_x_reps_rpe,neck flexion plate neck curl harness neck flexion neck neck-harness plate bench neck flexors upper traps cervical spine rehab combat-sports gym home rehab-friendly,
neck-extension,Neck Extension,harness neck extension,neck,bilateral-load,load+reps+rpe,rehab,neck-harness|plate|bench,lying-prone|seated,neck-extension,dynamic,bilateral,false,external,neck extensors,upper traps,cervical spine,rehab|combat-sports,gym|home|rehab-friendly,false,false,true,load_x_reps_rpe,neck extension harness neck extension neck neck-harness plate bench neck extensors upper traps cervical spine rehab combat-sports gym home rehab-friendly,
ab-wheel-rollout,Ab Wheel Rollout,ab rollout|ab roller rollout|wheel rollout,ab-wheel-rollout,bodyweight-reps,reps+rpe,strength,ab-wheel|barbell-plates,kneeling,core-stability|anti-extension,dynamic,bilateral,true,bodyweight,rectus abdominis|transverse abdominis|lats,serratus|hip flexors|shoulders,spine|shoulder|hip,anti-extension|core,gym|home,false,false,true,reps_rpe,ab wheel rollout ab rollout ab roller rollout wheel rollout ab-wheel-rollout ab-wheel barbell-plates rectus abdominis transverse abdominis lats serratus hip flexors shoulders spine shoulder hip anti-extension core gym home,
russian-twist,Russian Twist,weighted russian twist|bodyweight russian twist,russian-twist,other,load+reps+rpe,conditioning,none|plate|medicine-ball|dumbbell,seated,rotation,dynamic,alternating,true,mixed,obliques|rectus abdominis,hip flexors|serratus,spine|hip,core|rotation,gym|home,false,false,true,load_x_reps_rpe,russian twist weighted russian twist bodyweight russian twist russian-twist none plate medicine-ball dumbbell obliques rectus abdominis hip flexors serratus spine hip core rotation gym home,
landmine-twist,Landmine Twist,landmine rotation|full contact twist,landmine-twist,bilateral-load,load+reps+rpe,conditioning,barbell|landmine,standing,rotation,dynamic,bilateral,false,external,obliques|serratus|abs,front delts|hips,spine|hip|shoulder,rotation|athletic,gym|landmine,false,false,true,load_x_reps_rpe,landmine twist landmine rotation full contact twist landmine-twist barbell landmine obliques serratus abs front delts hips spine hip shoulder rotation athletic gym landmine,
dragon-flag,Dragon Flag,negative dragon flag,dragon-flag,bodyweight-reps,reps+rpe,skill,bench,lying-supine,core-extension|core-stability,dynamic,bilateral,true,bodyweight,rectus abdominis|lats|hip flexors,serratus|triceps,spine|shoulder|hip,advanced|gymnastics|core,gym|home|niche,false,false,true,reps_rpe,dragon flag negative dragon flag dragon-flag bench rectus abdominis lats hip flexors serratus triceps spine shoulder hip advanced gymnastics core gym home niche,
lying-leg-raise,Lying Leg Raise,floor leg raise|supine leg raise,leg-raise,bodyweight-reps,reps+rpe,calisthenics,none,lying-supine,core-flexion,dynamic,bilateral,true,bodyweight,hip flexors|rectus abdominis,obliques,hip|spine,core|regression,gym|home,false,false,true,reps_rpe,lying leg raise floor leg raise supine leg raise leg-raise none hip flexors rectus abdominis obliques hip spine core regression gym home,
reverse-crunch,Reverse Crunch,lying reverse crunch|hip lift crunch,reverse-crunch,bodyweight-reps,reps+rpe,calisthenics,none,lying-supine,core-flexion,dynamic,bilateral,true,bodyweight,rectus abdominis|hip flexors,obliques,spine|hip,core|regression,gym|home,false,false,true,reps_rpe,reverse crunch lying reverse crunch hip lift crunch reverse-crunch none rectus abdominis hip flexors obliques spine hip core regression gym home,
dumbbell-side-bend,Dumbbell Side Bend,kettlebell side bend|weighted side bend,side-bend,unilateral-pair,left_load+right_load+reps+rpe,hypertrophy,dumbbell|kettlebell,standing,lateral-flexion,dynamic,unilateral,false,external,obliques|quadratus lumborum,grip|glute med,spine|hip|wrist,core|lateral-flexion,gym|home,false,false,true,left_right_load_reps_rpe,dumbbell side bend kettlebell side bend weighted side bend side-bend dumbbell kettlebell obliques quadratus lumborum grip glute med spine hip wrist core lateral-flexion gym home,
windshield-wipers,Windshield Wipers,hanging windshield wipers|floor windshield wipers,windshield-wipers,bodyweight-reps,reps+rpe,skill,pull-up-bar|none,hanging|lying-supine,rotation|core-stability,dynamic,alternating,true,bodyweight,obliques|rectus abdominis|hip flexors,lats|grip|shoulders,spine|hip|shoulder,advanced|gymnastics|core,gym|home|calisthenics-park|niche,false,false,true,reps_rpe,windshield wipers hanging windshield wipers floor windshield wipers windshield-wipers pull-up-bar none obliques rectus abdominis hip flexors lats grip shoulders spine hip shoulder advanced gymnastics core gym home calisthenics-park niche,
t-bar-row,T-Bar Row,landmine t-bar row|chest supported t-bar row,row,bilateral-load,load+reps+rpe,hypertrophy,barbell|landmine|t-bar-handle|t-bar-row-machine,supported,horizontal-pull,dynamic,bilateral,false,external,lats|mid back|rear delts,biceps|forearms|rhomboids,shoulder|elbow|scapula,back-thickness,gym|landmine,false,false,true,load_x_reps_rpe,t-bar row landmine t-bar row chest supported t-bar row row barbell landmine t-bar-handle t-bar-row-machine lats mid back rear delts biceps forearms rhomboids shoulder elbow scapula back-thickness gym landmine,
meadows-row,Meadows Row,single arm landmine row,row,unilateral-pair,left_load+right_load+reps+rpe,hypertrophy,barbell|landmine,standing,horizontal-pull,dynamic,unilateral,false,external,lats|lower traps|rear delts,biceps|forearms|obliques,shoulder|elbow|scapula|spine,single-arm|landmine,gym|landmine|niche,false,false,true,left_right_load_reps_rpe,meadows row single arm landmine row row barbell landmine lats lower traps rear delts biceps forearms obliques shoulder elbow scapula spine single-arm landmine gym landmine niche,
seal-row,Seal Row,barbell seal row|prone seal row,row,bilateral-load,load+reps+rpe,strength,barbell|seal-row-bench,lying-prone,horizontal-pull,dynamic,bilateral,false,external,mid back|lats|rear delts,biceps|forearms|rhomboids,shoulder|elbow|scapula,strict-row,gym|free-weights|niche,false,false,true,load_x_reps_rpe,seal row barbell seal row prone seal row row barbell seal-row-bench mid back lats rear delts biceps forearms rhomboids shoulder elbow scapula strict-row gym free-weights niche,
gorilla-row,Gorilla Row,kettlebell gorilla row,row,unilateral-pair,left_load+right_load+reps+rpe,conditioning,kettlebell,standing,horizontal-pull|hinge,dynamic,alternating,false,external,lats|mid back|rear delts,biceps|forearms|obliques,shoulder|elbow|scapula|spine|hip,hinge-row,gym|home,false,false,true,left_right_load_reps_rpe,gorilla row kettlebell gorilla row row kettlebell lats mid back rear delts biceps forearms obliques shoulder elbow scapula spine hip hinge-row gym home,
preacher-curl,Preacher Curl,ez bar preacher curl|dumbbell preacher curl|machine preacher curl,curl,bilateral-load,load+reps+rpe,hypertrophy,ez-bar|dumbbell|preacher-curl-bench|preacher-curl-machine,seated,elbow-flexion,dynamic,bilateral,false,mixed,biceps|brachialis,forearms,elbow|wrist,arm-isolation,gym,false,false,true,load_x_reps_rpe,preacher curl ez bar preacher curl dumbbell preacher curl machine preacher curl curl ez-bar dumbbell preacher-curl-bench preacher-curl-machine biceps brachialis forearms elbow wrist arm-isolation gym,
zottman-curl,Zottman Curl,dumbbell zottman curl,curl,dumbbell-pair,load+reps+rpe,hypertrophy,dumbbell,standing,elbow-flexion,dynamic,bilateral,false,external,biceps|brachioradialis,forearms|wrist extensors,elbow|wrist,arm-isolation|forearm,gym|home,false,false,true,load_x_reps_rpe,zottman curl dumbbell zottman curl curl dumbbell biceps brachioradialis forearms wrist extensors elbow wrist arm-isolation forearm gym home,
reverse-curl,Reverse Curl,barbell reverse curl|ez bar reverse curl,curl,bilateral-load,load+reps+rpe,hypertrophy,barbell|ez-bar|dumbbell,standing,elbow-flexion,dynamic,bilateral,false,external,brachioradialis|forearms|wrist extensors,biceps|brachialis,elbow|wrist,arm-isolation|forearm,gym|home,false,false,true,load_x_reps_rpe,reverse curl barbell reverse curl ez bar reverse curl curl barbell ez-bar dumbbell brachioradialis forearms wrist extensors biceps brachialis elbow wrist arm-isolation forearm gym home,
jm-press,JM Press,jm bench|jm press bench,jm-press,bilateral-load,load+reps+rpe,strength,barbell|bench|rack,lying-supine,horizontal-push|elbow-extension,dynamic,bilateral,false,external,triceps|pecs,front delts,elbow|shoulder|wrist,triceps-focus|powerlifting-assistance,gym|bench-area,false,false,true,load_x_reps_rpe,jm press jm bench jm press bench jm-press barbell bench rack triceps pecs front delts elbow shoulder wrist triceps-focus powerlifting-assistance gym bench-area,
french-press,French Press,seated french press|ez bar overhead extension,triceps-extension,bilateral-load,load+reps+rpe,hypertrophy,ez-bar|dumbbell|bench,seated,elbow-extension,dynamic,bilateral,false,external,triceps,front delts,elbow|shoulder,arm-isolation,gym|home,false,false,true,load_x_reps_rpe,french press seated french press ez bar overhead extension triceps-extension ez-bar dumbbell bench triceps front delts elbow shoulder arm-isolation gym home,
dumbbell-front-raise,Dumbbell Front Raise,plate front raise|front raise,front-raise,dumbbell-pair,load+reps+rpe,hypertrophy,dumbbell|plate,standing,shoulder-flexion,dynamic,bilateral,false,external,front delts,upper chest|serratus,shoulder|scapula,shoulder-isolation,gym|home,false,false,true,load_x_reps_rpe,dumbbell front raise plate front raise front raise front-raise dumbbell plate front delts upper chest serratus shoulder scapula shoulder-isolation gym home,
dumbbell-y-raise,Dumbbell Y-Raise,incline y raise|prone y raise,y-raise,dumbbell-pair,load+reps+rpe,rehab,dumbbell|bench,lying-prone|incline,shoulder-abduction|scapular-control,dynamic,bilateral,false,external,lower traps|rear delts,rotator cuff|mid back,shoulder|scapula,lower-trap|rehab|scapular-control,gym|home|rehab-friendly,false,false,true,load_x_reps_rpe,dumbbell y-raise incline y raise prone y raise y-raise dumbbell bench lower traps rear delts rotator cuff mid back shoulder scapula lower-trap rehab scapular-control gym home rehab-friendly,
lu-raise,Lu Raise,lu lateral raise,lateral-raise,dumbbell-pair,load+reps+rpe,skill,dumbbell,standing,shoulder-abduction|overhead,dynamic,bilateral,false,external,lateral delts|front delts,upper traps|serratus,shoulder|scapula,olympic-lifting|shoulder,gym|free-weights|niche,false,false,true,load_x_reps_rpe,lu raise lu lateral raise lateral-raise dumbbell lateral delts front delts upper traps serratus shoulder scapula olympic-lifting shoulder gym free-weights niche,
sissy-squat,Sissy Squat,bodyweight sissy squat,sissy-squat,bodyweight-reps,reps+rpe,skill,none,standing,knee-extension,dynamic,bilateral,true,bodyweight,quads|rectus femoris,hip flexors|calves,knee|hip|ankle,quad-focus|advanced,gym|home|niche,false,false,true,reps_rpe,sissy squat bodyweight sissy squat sissy-squat none quads rectus femoris hip flexors calves knee hip ankle quad-focus advanced gym home niche,
sissy-squat-machine,Sissy Squat Machine,machine sissy squat,sissy-squat,machine-load,load+reps+rpe,hypertrophy,sissy-squat-machine,supported,knee-extension,dynamic,bilateral,false,machine-stack,quads|rectus femoris,hip flexors,knee|hip,quad-focus|machine,gym|machine-area|niche,false,false,true,load_x_reps_rpe,sissy squat machine machine sissy squat sissy-squat sissy-squat-machine quads rectus femoris hip flexors knee hip quad-focus machine gym machine-area niche,
curtsy-lunge,Curtsy Lunge,curtsy squat,lunge,bodyweight-reps,reps+rpe,mixed,none|dumbbell|kettlebell,standing,squat|frontal-plane,dynamic,alternating,true,mixed,glute med|adductors|quads,glute max|hamstrings|core,hip|knee|ankle,single-leg|frontal-plane,gym|home,false,false,true,reps_rpe,curtsy lunge curtsy squat lunge none dumbbell kettlebell glute med adductors quads glute max hamstrings core hip knee ankle single-leg frontal-plane gym home,
pendulum-squat,Pendulum Squat,pendulum squat machine,squat,machine-load,load+reps+rpe,hypertrophy,pendulum-squat-machine,supported,squat,dynamic,bilateral,false,machine-stack,quads|glute max,adductors|calves,hip|knee|ankle,machine|quad-focus,gym|machine-area|niche,false,false,true,load_x_reps_rpe,pendulum squat pendulum squat machine squat pendulum-squat-machine quads glute max adductors calves hip knee ankle machine quad-focus gym machine-area niche,
standing-calf-raise,Standing Calf Raise,machine standing calf raise|barbell standing calf raise,calf-raise,bilateral-load,load+reps+rpe,hypertrophy,calf-raise-machine|smith-machine|barbell|block,standing,calf,dynamic,bilateral,false,mixed,gastrocnemius|soleus,intrinsic foot muscles,ankle,lower-leg,gym|machine-area|free-weights,false,false,true,load_x_reps_rpe,standing calf raise machine standing calf raise barbell standing calf raise calf-raise calf-raise-machine smith-machine barbell block gastrocnemius soleus intrinsic foot muscles ankle lower-leg gym machine-area free-weights,
bodyweight-standing-calf-raise,Standing Calf Raise,double leg calf raise|bodyweight calf raise,calf-raise,bodyweight-reps,reps+rpe,mixed,none|step,standing,calf,dynamic,bilateral,true,bodyweight,gastrocnemius|soleus,intrinsic foot muscles,ankle,lower-leg|beginner-friendly,gym|home|warmup-friendly,false,false,true,reps_rpe,standing calf raise double leg calf raise bodyweight calf raise calf-raise none step gastrocnemius soleus intrinsic foot muscles ankle lower-leg beginner-friendly gym home warmup-friendly,
donkey-calf-raise,Donkey Calf Raise,donkey raise,calf-raise,bilateral-load,load+reps+rpe,hypertrophy,donkey-calf-machine|smith-machine|dip-belt|block,hinged,calf,dynamic,bilateral,false,mixed,gastrocnemius|soleus,intrinsic foot muscles,ankle|hip,lower-leg,gym|machine-area|niche,false,false,true,load_x_reps_rpe,donkey calf raise donkey raise calf-raise donkey-calf-machine smith-machine dip-belt block gastrocnemius soleus intrinsic foot muscles ankle hip lower-leg gym machine-area niche,
wrist-curl,Wrist Curl,barbell wrist curl|dumbbell wrist curl,wrist-curl,bilateral-load,load+reps+rpe,hypertrophy,barbell|dumbbell|bench,seated,wrist-flexion,dynamic,bilateral,false,external,wrist flexors|forearms,grip,wrist|elbow,forearm,gym|home,false,false,true,load_x_reps_rpe,wrist curl barbell wrist curl dumbbell wrist curl wrist-curl barbell dumbbell bench wrist flexors forearms grip wrist elbow forearm gym home,
reverse-wrist-curl,Reverse Wrist Curl,reverse wrist curl|wrist extension curl,wrist-extension,bilateral-load,load+reps+rpe,hypertrophy,barbell|dumbbell|bench,seated,wrist-extension,dynamic,bilateral,false,external,wrist extensors|forearms,grip,wrist|elbow,forearm,gym|home,false,false,true,load_x_reps_rpe,reverse wrist curl reverse wrist curl wrist extension curl wrist-extension barbell dumbbell bench wrist extensors forearms grip wrist elbow forearm gym home,
